codigo_autor;nome_na_fonte;deputado_id;nome_camara;sinais;n_sinais;classe;ufs_do_gasto;conferido_por_humano
4291;ADAIL FILHO;220714;Adail Filho;nome;1;1 sinais;;
3902;AJ ALBUQUERQUE;204549;AJ Albuquerque;nome;1;1 sinais;;
3046;ANDRE FUFUCA;178882;ANDRÉ FUFUCA;nome;1;1 sinais;;
4307;ANTONIO DOIDO;220675;Antônio Doido;nome;1;1 sinais;;
4313;BETO PRETO;220698;Beto Preto;nome;1;1 sinais;;
4314;BETO RICHA;220683;Beto Richa;nome;1;1 sinais;;
3926;CAPITAO ALBERTO NETO;204572;Capitão Alberto Neto;nome;1;1 sinais;;
3064;CAPITAO AUGUSTO;178829;CAPITÃO AUGUSTO;nome;1;1 sinais;;
4201;CARLOS FAVARO;SF6295;Carlos Fávaro;nome;1;1 sinais;;
3938;CEZINHA DE MADUREIRA;204504;Cezinha de Madureira;nome;1;1 sinais;;
2900;CIRO NOGUEIRA;SF739;Ciro Nogueira;nome;1;1 sinais;;
4267;CLEITINHO;SF6337;Cleitinho;nome;1;1 sinais;;
3945;CORONEL CHRISOSTOMO;204378;Coronel Chrisóstomo;nome;1;1 sinais;;
3787;DAVI ALCOLUMBRE;SF3830;Davi Alcolumbre;nome;1;1 sinais;;
4354;DETINHA;220689;Detinha;nome;1;1 sinais;;
4359;DR. BENJAMIM;221339;Dr Benjamim;nome;1;1 sinais;;
3960;DR. FREDERICO;204518;DR. FREDERICO;nome;1;1 sinais;;
4362;DR. VICTOR LINHALIS;220528;Dr. Victor Linhalis;nome;1;1 sinais;;
4363;DRA. ALESSANDRA HABER;220674;Dra. Alessandra Haber;nome;1;1 sinais;;
4543;DRA. MAYRA PINHEIRO;230088;Dra. Mayra Pinheiro;nome;1;1 sinais;;
2909;EDUARDO BRAGA;SF4994;Eduardo Braga;nome;1;1 sinais;;
3093;EVAIR VIEIRA DE MELO;178871;EVAIR DE MELO;tokens;1;1 sinais;;
4371;FAUSTO SANTOS JR.;220712;Fausto Santos Jr.;nome;1;1 sinais;;
4101;GUSTINHO RIBEIRO;204408;Gustinho Ribeiro;nome;1;1 sinais;SP;
4016;HERCILIO COELHO DINIZ;204539;Hercílio Coelho Diniz;nome;1;1 sinais;;
4018;ISNALDO BULHOES JR.;204436;Isnaldo Bulhões Jr.;nome;1;1 sinais;;
4136;IZALCI LUCAS;SF4770;Izalci Lucas;nome;1;1 sinais;;
9206;JORGE KAJURU;SF5895;Jorge Kajuru;nome;1;1 sinais;;
4400;JOSENILDO;220578;Josenildo;nome;1;1 sinais;;
4024;JOSIMAR MARANHAOZINHO;204563;Josimar Maranhãozinho;nome;1;1 sinais;;
2762;LUIS TIBE;160510;LUIS TIBE;nome;1;1 sinais;;
9224;MARCOS ROGERIO;SF5422;Marcos Rogério;nome;1;1 sinais;;
3794;OMAR AZIZ;SF5525;Omar Aziz;nome;1;1 sinais;;
4448;PEZENTI;161440;Pezenti;nome;1;1 sinais;;
4057;PINHEIRINHO;204524;Pinheirinho;nome;1;1 sinais;;
4200;RIBAMAR ANTONIO DA SILVA (EX-PARLAMENTAR RICARDO SILVA, NOS TERMOS ART. 78 LDO 2;175765;Ribamar Silva;tokens;1;1 sinais;;
2818;TIRIRICA;160976;TIRIRICA;nome;1;1 sinais;;
4074;VERMELHO;204396;VERMELHO;nome;1;1 sinais;;
2969;WILDER MORAIS;SF5070;Wilder Morais;nome;1;1 sinais;;
3900;ADRIANO DO BALDY;121948;ADRIANO DO BALDY;nome,UF;2;2 sinais;GO;
2098;AFONSO HAMM;136811;AFONSO HAMM;nome,UF;2;2 sinais;RS;
3901;AIRTON FALEIRO;204495;AIRTON LUIZ FALEIRO;tokens,UF;2;2 sinais;PA;
4394;ALAN RICK;SF5672;Alan Rick;nome,UF;2;2 sinais;AC,SP;
4293;ALBUQUERQUE;220538;Albuquerque;nome,UF;2;2 sinais;RR;
4144;ALESSANDRO VIEIRA;SF5982;Alessandro Vieira;nome,UF;2;2 sinais;SE;
3037;ALEX MANENTE;178972;ALEX MANENTE;nome,tokens;2;2 sinais;;
2796;ALEXANDRE LEITE;160545;ALEXANDRE LEITE;nome,tokens;2;2 sinais;;
4258;ALFREDINHO;221148;Alfredinho;nome,UF;2;2 sinais;SP;
4300;ANA PAULA LEAO;107970;Ana Paula Leão;nome,UF;2;2 sinais;MG;
4283;ANA PAULA LOBATO;SF6358;Ana Paula Lobato;nome,UF;2;2 sinais;MA;
4304;ANDREIA SIQUEIRA;220676;Andreia Siqueira;nome,tokens;2;2 sinais;;
4179;ANGELO CORONEL;SF5967;Angelo Coronel;nome,UF;2;2 sinais;BA;
2686;ANTONIA LUCIA;123756;ANTÔNIA LÚCIA;nome,UF;2;2 sinais;AC;
3135;ARLINDO CHINAGLIA;73433;ARLINDO CHINAGLIA;nome,UF;2;2 sinais;SP;
4265;ASTRONAUTA MARCOS PONTES;SF6009;Astronauta Marcos Pontes;nome,UF;2;2 sinais;SP;
2778;AUREO RIBEIRO;160512;AUREO;tokens,UF;2;2 sinais;RJ;
3051;BACELAR;69871;BACELAR;nome,UF;2;2 sinais;BA;
4312;BEBETO;220612;Bebeto;nome,UF;2;2 sinais;RJ;
4266;BETO FARO;SF4639;Beto Faro;nome,UF;2;2 sinais;PA;
3918;BETO PEREIRA;204358;Beto Pereira;nome,UF;2;2 sinais;MS;
3919;BIA KICIS;204374;Bia Kicis;nome,UF;2;2 sinais;DF;
2862;BOHN GASS;160538;ELVINO BOHN GASS;tokens,UF;2;2 sinais;RS;
4315;BRUNO FARIAS;210989;Bruno Farias;nome,tokens;2;2 sinais;;
4317;CABO GILBERTO SILVA;220574;Cabo Gilberto Silva;nome,UF;2;2 sinais;PB;
4319;CAPITAO ALDEN;220690;Capitão Alden;nome,UF;2;2 sinais;BA;
4443;CARLA DICKSON (EX-PARLAMENTAR PAULINHO FREIRE, NOS TERMOS ART. 78 LDO 2025 E DA ;213762;Carla Dickson;nome,UF;2;2 sinais;RN;
3928;CARLA ZAMBELLI;204507;Carla Zambelli;nome,tokens;2;2 sinais;;
3068;CARLOS HENRIQUE GAGUIM;178993;CARLOS HENRIQUE GAGUIM;nome,UF;2;2 sinais;TO;
4210;CARLOS PORTINHO;SF5936;Carlos Portinho;nome,UF;2;2 sinais;RJ;
4087;CARLOS VIANA;SF5990;Carlos Viana;nome,UF;2;2 sinais;MG;
4320;CAROL DARTORA;220704;Carol Dartora;nome,UF;2;2 sinais;PR;
4322;CELIA XAKRIABA;206018;Célia Xakriabá;nome,UF;2;2 sinais;MG;
3937;CELSO SABINO;204496;Celso Sabino;nome,tokens;2;2 sinais;DF;
1468;CHICO ALENCAR;74171;CHICO ALENCAR;nome,UF;2;2 sinais;RJ;
4143;CHICO RODRIGUES;SF470;Chico Rodrigues;nome,UF;2;2 sinais;RR;
3942;CHRIS TONIETTO;204462;Chris Tonietto;nome,UF;2;2 sinais;RJ;
4081;CID GOMES;SF5973;Cid Gomes;nome,UF;2;2 sinais;CE;
4323;CLARISSA TERCIO;220665;Clarissa Tércio;nome,UF;2;2 sinais;PE;
4325;COBALCHINI;98148;Cobalchini;nome,UF;2;2 sinais;SC;
4092;CONFUCIO MOURA;SF475;Confúcio Moura;nome,UF;2;2 sinais;RO;
4326;CORONEL ASSIS;220594;Coronel Assis;nome,UF;2;2 sinais;MT;
4327;CORONEL FERNANDA;220595;Coronel Fernanda;nome,UF;2;2 sinais;MT;
4328;CORONEL MEIRA;220666;Coronel Meira;nome,UF;2;2 sinais;PE;
4330;CORONEL ULYSSES;220590;Coronel Ulysses;nome,UF;2;2 sinais;AC;
3077;COVATTI FILHO;178963;COVATTI FILHO;nome,UF;2;2 sinais;RS;
3948;DA VITORIA;204355;Da Vitoria;nome,UF;2;2 sinais;ES,SP;
2170;DAGOBERTO NOGUEIRA;141411;DAGOBERTO;tokens,UF;2;2 sinais;MS;
4333;DAL BARRETO;220692;Dal Barreto;nome,UF;2;2 sinais;BA;
4268;DAMARES ALVES;SF6335;Damares Alves;nome,UF;2;2 sinais;DF,GO;
4334;DANDARA;220629;Dandara;nome,UF;2;2 sinais;MG;
4335;DANI CUNHA;220603;Dani Cunha;nome,UF;2;2 sinais;RJ;
4336;DANIEL AGROBOM;220571;Daniel Agrobom;nome,UF;2;2 sinais;GO;
3951;DANIEL TRZECIAK;204409;Daniel Trzeciak;nome,tokens;2;2 sinais;;
3952;DANIELA DO WAGUINHO;204459;Daniela do Waguinho;nome,UF;2;2 sinais;RJ;
4141;DANIELLA RIBEIRO;SF5998;Daniella Ribeiro;nome,UF;2;2 sinais;PB;
4341;DEFENSOR STELIO DENER;220539;Defensor Stélio Dener;nome,UF;2;2 sinais;RR;
4342;DELEGADA ADRIANA ACCORSI;220565;Delegada Adriana Accorsi;nome,UF;2;2 sinais;GO;
4343;DELEGADA IONE;220625;Delegada Ione;nome,UF;2;2 sinais;MG;
4344;DELEGADA KATARINA;220561;Delegada Katarina;nome,UF;2;2 sinais;SE;
4289;DELEGADO BRUNO LIMA;220642;Delegado Bruno Lima;nome,UF;2;2 sinais;SP;
4345;DELEGADO CAVEIRA;220673;Delegado Caveira;nome,UF;2;2 sinais;PA;
4346;DELEGADO DA CUNHA;220649;Delegado da Cunha;nome,UF;2;2 sinais;SP;
3082;DELEGADO EDER MAURO;178908;DELEGADO ÉDER MAURO;nome,UF;2;2 sinais;PA;
4347;DELEGADO FABIO COSTA;220583;Delegado Fabio Costa;nome,UF;2;2 sinais;AL;
3957;DELEGADO MARCELO FREITAS;204512;Delegado Marcelo Freitas;nome,UF;2;2 sinais;MG;
4348;DELEGADO MATHEUS LAIOLA;220701;Delegado Matheus Laiola;nome,UF;2;2 sinais;PR;
4349;DELEGADO PALUMBO;220652;Delegado Palumbo;nome,UF;2;2 sinais;SP;
4350;DELEGADO PAULO BILYNSKYJ;220654;Delegado Paulo Bilynskyj;nome,UF;2;2 sinais;SP;
4351;DELEGADO RAMAGEM;220619;Delegado Ramagem;nome,UF;2;2 sinais;RJ;
4355;DIEGO CORONEL;220691;Diego Coronel;nome,UF;2;2 sinais;BA;
4356;DILVANDA FARO;220671;Dilvanda Faro;nome,tokens;2;2 sinais;;
2755;DIMAS FABIANO;160599;DIMAS FABIANO;nome,tokens;2;2 sinais;;
3963;DOUTOR LUIZINHO;204450;Doutor Luizinho;nome,UF;2;2 sinais;RJ;
4338;DR. DANIEL SORANZ;220614;Dr. Daniel Soranz;nome,UF;2;2 sinais;RJ;
4360;DR. FERNANDO MAXIMO;220610;Dr. Fernando Máximo;nome,UF;2;2 sinais;RO;
4361;DR. FRANCISCO;220688;Dr. Francisco;nome,UF;2;2 sinais;PI;
4269;DR. HIRAN;SF5793;Dr. Hiran;nome,UF;2;2 sinais;RR,SP;
4393;DR. ISMAEL ALEXANDRINO;220570;Dr. Ismael Alexandrino;nome,UF;2;2 sinais;GO;
3961;DR. JAZIEL;204481;Dr. Jaziel;nome,UF;2;2 sinais;CE;
3964;DR. LUIZ OVANDO;204351;Dr. Luiz Ovando;nome,UF;2;2 sinais;MS;
3965;DR. ZACHARIAS CALIL;204412;Dr. Zacharias Calil;nome,UF;2;2 sinais;GO;
4138;EDUARDO GIRAO;SF5976;Eduardo Girão;nome,UF;2;2 sinais;CE;
4186;EDUARDO GOMES;SF3777;Eduardo Gomes;nome,UF;2;2 sinais;SP,TO;
4270;EFRAIM FILHO;SF4642;Efraim Filho;nome,UF;2;2 sinais;PB;
4139;ELIZIANE GAMA;SF5718;Eliziane Gama;nome,UF;2;2 sinais;MA;
4229;ELY SANTOS;218086;Ely Santos;nome,UF;2;2 sinais;SP;
3975;EMANUEL PINHEIRO NETO;198783;Emanuel Pinheiro Neto;nome,UF;2;2 sinais;MT;
3976;EMIDINHO MADEIRA;161550;Emidinho Madeira;nome,UF;2;2 sinais;MG;
4489;ENFERMEIRA REJANE (EX-PARLAMENTAR WASHINGTON QUAQUA, NOS TERMOS ART. 78 LDO 2025;230765;Enfermeira Rejane;nome,UF;2;2 sinais;RJ;
4368;ERIKA HILTON;220645;Erika Hilton;nome,UF;2;2 sinais;SP;
2210;ESPERIDIAO AMIN;SF22;Esperidião Amin;nome,UF;2;2 sinais;SC;
4180;FABIANO CONTARATO;SF5953;Fabiano Contarato;nome,UF;2;2 sinais;ES;
4369;FABIO MACEDO;220681;Fábio Macedo;nome,tokens;2;2 sinais;;
4370;FABIO TERUEL;220653;Fábio Teruel;nome,tokens;2;2 sinais;;
3982;FELIPE FRANCISCHINI;204398;Felipe Francischini;nome,tokens;2;2 sinais;;
4252;FERNANDO DUEIRE;SF5917;Fernando Dueire;nome,UF;2;2 sinais;PE;
4374;FERNANDO MINEIRO;204445;Fernando Mineiro;nome,UF;2;2 sinais;RN;
3986;FILIPE BARROS;204411;Filipe Barros;nome,tokens;2;2 sinais;;
2038;FLAVIO ARNS;SF345;Flávio Arns;nome,UF;2;2 sinais;PR;
9219;FLAVIO BOLSONARO;SF5894;Flávio Bolsonaro;nome,UF;2;2 sinais;RJ;
3991;FRED COSTA;204494;FRED COSTA;nome,UF;2;2 sinais;MG;
4378;FRED LINHARES;220534;Fred Linhares;nome,UF;2;2 sinais;DF,GO;
3994;GENERAL GIRAO;204473;General Girão;nome,UF;2;2 sinais;RN;
4380;GENERAL PAZUELLO;220611;General Pazuello;nome,UF;2;2 sinais;RJ;
3997;GERVASIO MAIA;204394;Gervásio Maia;nome,tokens;2;2 sinais;;
1968;GIACOBO;74383;GIACOBO;nome,UF;2;2 sinais;PR;
4384;GILVAN DA FEDERAL;220526;Gilvan da Federal;nome,UF;2;2 sinais;ES;
4221;GIORDANO;SF6008;Giordano;nome,UF;2;2 sinais;SP;
4010;GLAUSTIN DA FOKUS;204419;Glaustin da Fokus;nome,UF;2;2 sinais;GO;
4271;HAMILTON MOURAO;SF6341;Hamilton Mourão;nome,UF;2;2 sinais;RS;
2885;HUMBERTO COSTA;SF5008;Humberto Costa;nome,UF;2;2 sinais;PE;
4391;ICARO DE VALMIR;220563;Icaro de Valmir;nome,UF;2;2 sinais;SE;
4147;IDILVAN ALENCAR;204533;Idilvan Alencar;nome,tokens;2;2 sinais;;
4096;IRAJA;SF5385;Irajá;nome,UF;2;2 sinais;TO;
4392;ISMAEL;98615;Ismael;nome,UF;2;2 sinais;SC;
4251;IVETE DA SILVEIRA;SF6010;Ivete da Silveira;nome,UF;2;2 sinais;SC;
4397;JACK ROCHA;220527;Jack Rocha;nome,UF;2;2 sinais;ES;
2263;JADER BARBALHO;SF35;Jader Barbalho;nome,UF;2;2 sinais;PA;
4272;JAIME BAGATTOLI;SF6340;Jaime Bagattoli;nome,UF;2;2 sinais;RO;
4080;JAQUES WAGNER;SF581;Jaques Wagner;nome,UF;2;2 sinais;BA;
2376;JAYME CAMPOS;SF4531;Jayme Campos;nome,UF;2;2 sinais;MT;
3597;JOAO CURY NETO (EX-PARLAMENTAR ALBERTO MOURAO, NOS TERMOS ART. 78 LDO 2025 E DA ;230957;João Cury;tokens,UF;2;2 sinais;SP;
3691;JOAO DANIEL;178970;JOAO SOMARIVA DANIEL;tokens,UF;2;2 sinais;SE;
2441;JOSE AIRTON FELIX CIRILO;141464;JOSÉ AIRTON CIRILO;tokens,UF;2;2 sinais;CE;
3260;JOSE PRIANTE;74079;JOSÉ PRIANTE;nome,tokens;2;2 sinais;;
4212;JOSIVALDO JP;215043;Josivaldo JP;nome,UF;2;2 sinais;MA;
4154;JUAREZ COSTA;204474;Juarez Costa;nome,tokens;2;2 sinais;;
1504;JULIO LOPES;74253;JULIO LOPES;nome,tokens;2;2 sinais;;
4026;JUNINHO DO PNEU;204457;Juninho do Pneu;nome,UF;2;2 sinais;RJ;
4027;JUNIOR FERRARI;204497;Júnior Ferrari;nome,tokens;2;2 sinais;;
4111;JUNIOR LOURENCO;204574;Junior Lourenço;nome,tokens;2;2 sinais;;
4496;JUSSARA LIMA;SF6369;Jussara Lima;nome,UF;2;2 sinais;PI;
4405;KIKO CELEGUIM;162067;Kiko Celeguim;nome,UF;2;2 sinais;SP;
4274;LAERCIO OLIVEIRA;SF4811;Laércio Oliveira;nome,UF;2;2 sinais;SE;
3702;LEANDRE;178832;LEANDRE;nome,UF;2;2 sinais;PR;
4082;LEILA BARROS;SF5979;Leila Barros;nome,UF;2;2 sinais;DF;
4408;LEO PRATES;80815;Léo Prates;nome,UF;2;2 sinais;BA;
4079;LUCAS BARRETO;SF5926;Lucas Barreto;nome,UF;2;2 sinais;AP,SP;
4410;LUCIANO AMARAL;220581;Luciano Amaral;nome,tokens;2;2 sinais;;
3706;LUCIO MOSQUINI;178954;LUCIO MOSQUINI;nome,tokens;2;2 sinais;;
4184;LUIS CARLOS HEINZE;SF1186;Luis Carlos Heinze;nome,UF;2;2 sinais;RS;
2407;LUIZ CARLOS BUSATO;141485;LUIZ CARLOS BUSATO;nome,tokens;2;2 sinais;;
4035;LUIZ CARLOS MOTTA;204485;Luiz Carlos Motta;nome,tokens;2;2 sinais;;
4413;LUIZ GASTAO;220658;Luiz Gastão;nome,tokens;2;2 sinais;;
4414;LULA DA FONTE;220669;Lula da Fonte;nome,UF;2;2 sinais;PE;
2029;MAGNO MALTA;SF631;Magno Malta;nome,UF;2;2 sinais;ES;
4094;MARA GABRILLI;SF5376;Mara Gabrilli;nome,UF;2;2 sinais;SP;
4415;MARANGONI;220648;Marangoni;nome,UF;2;2 sinais;SP;
3713;MARCELO ALVARO ANTONIO;179000;MARCELO ÁLVARO ANTÔNIO;nome,UF;2;2 sinais;MG;
4183;MARCELO CASTRO;SF742;Marcelo Castro;nome,UF;2;2 sinais;PI;
4040;MARCELO MORAES;133810;Marcelo Moraes;nome,tokens;2;2 sinais;;
4078;MARCIO BITTAR;SF285;Marcio Bittar;nome,UF;2;2 sinais;AC;
4450;MARCIVANIA FLEXA (EX-PARLAMENTAR MARIA GORETH, NOS TERMOS ART. 78 LDO 2025 E DA ;160641;PROFESSORA MARCIVANIA;tokens,UF;2;2 sinais;AP;
2867;MARCON;160535;MARCON;nome,UF;2;2 sinais;RS;
9204;MARCOS DO VAL;SF5942;Marcos do Val;nome,UF;2;2 sinais;ES;
3727;MARIO NEGROMONTE JR.;178858;MÁRIO NEGROMONTE JR.;nome,tokens;2;2 sinais;;
4120;MARRECA FILHO;204566;Marreca Filho;nome,UF;2;2 sinais;MA;
3728;MARX BELTRAO;178843;MARX BELTRÃO;nome,tokens;2;2 sinais;;
4425;MATHEUS NORONHA;220661;Matheus Noronha;nome,tokens;2;2 sinais;;
4427;MAURICIO DO VOLEI;220628;Mauricio do Vôlei;nome,UF;2;2 sinais;MG;
4429;MAURICIO NEVES;220647;Mauricio Neves;nome,tokens;2;2 sinais;;
4431;MEIRE SERAFIM;220591;Meire Serafim;nome,UF;2;2 sinais;AC;
4432;MERSINHO LUCENA;220585;Mersinho Lucena;nome,UF;2;2 sinais;PB;
4181;NELSINHO TRAD;SF5985;Nelsinho Trad;nome,UF;2;2 sinais;MS;
4047;NELSON BARBUDO;204449;Nelson Barbudo;nome,UF;2;2 sinais;MT;
4437;NELY AQUINO;220622;Nely Aquino;nome,UF;2;2 sinais;MG;
4438;NETO CARLETTO;220703;Neto Carletto;nome,UF;2;2 sinais;BA;
4542;NEWTON BONIN;229939;Newton Bonin;nome,tokens;2;2 sinais;;
3734;NEWTON CARDOSO JR;178896;NEWTON CARDOSO JR;nome,UF;2;2 sinais;MG;
4164;NICOLETTI;204479;Nicoletti;nome,UF;2;2 sinais;RR;
4049;OLIVAL MARQUES;204498;Olival Marques;nome,tokens;2;2 sinais;;
4089;ORIOVISTO GUIMARAES;SF5924;Oriovisto Guimarães;nome,UF;2;2 sinais;PR;
4051;OTONI DE PAULA;204441;Otoni de Paula;nome,UF;2;2 sinais;RJ;
3795;OTTO ALENCAR;204573;Otto Alencar Filho;tokens,UF;2;2 sinais;BA;
4440;PADOVANI;220706;Padovani;nome,UF;2;2 sinais;PR;
2764;PADRE JOAO;160556;PADRE JOAO;nome,UF;2;2 sinais;MG;
4441;PASTOR DINIZ;180214;Pastor Diniz;nome,UF;2;2 sinais;RR,SP;
2724;PASTOR EURICO;160642;PASTOR EURICO;nome,UF;2;2 sinais;PE;
4442;PASTOR HENRIQUE VIEIRA;220615;Pastor Henrique Vieira;nome,UF;2;2 sinais;RJ;
